ctprvn_cd,objt_id,fclty_cd,data_yr,emd_cd,fclty_nm,telno,rn_adres,sgg_cd,fclty_ty,x,y,adres
,196003,509010,2025,,세븐일레븐원주단구로또점,,강원특별자치도 원주시 단구로 301,,편의점,0,0,강원특별자치도 원주시 단구동 629-6
41,196004,509010,2025,41480102,이마트24면산,,경기도 파주시 면산말길 22,41480,편의점,14113089.99,4546849.533,경기도 파주시 아동동 274-37
42,196005,509010,2025,42190101,GS25태백,,강원특별자치도 태백시 황지로 22,42190,편의점,14359166.9,4461540.427,강원특별자치도 태백시 황지동 94-2
42,196006,509010,2025,42210101,지에스25속초영랑점,,강원특별자치도 속초시 영랑로 29,42210,편의점,14314929.33,4609811.587,강원특별자치도 속초시 영랑동 190-1
41,196007,509010,2025,41220103,코아루마트,,경기도 평택시 산단로52번길 7,41220,편의점,14146028.05,4444171.373,경기도 평택시 모곡동 442-11
41,196008,509010,2025,41310103,씨유구리,,경기도 구리시 경춘로 253,41310,편의점,14153499.43,4523386.712,경기도 구리시 인창동 676-7
42,196009,509010,2025,42170118,씨유동해,,강원특별자치도 동해시 이원길 116,42170,편의점,14371868.71,4506161.621,강원특별자치도 동해시 이도동 410-1
42,196010,509010,2025,42130108,씨유원주원일로점,,강원특별자치도 원주시 원일로 151-1,42130,편의점,14242918.02,4488277.502,강원특별자치도 원주시 일산동 184-86
42,196011,509010,2025,42150121,21세기편의점,,강원특별자치도 강릉시 노가니남길 20,42150,편의점,14349524.09,4543503.294,강원특별자치도 강릉시 노암동 836
42,196012,509010,2025,42170101,24,,강원특별자치도 동해시 평원2길 18-9,42170,편의점,14373235.56,4512683.868,강원특별자치도 동해시 천곡동 815-19
,196013,509010,2025,,이마트24속초대포항,,강원특별자치도 속초시 대포항길 46,,편의점,14316405.28,4604183.753,강원특별자치도 속초시 대포동 960
41,196014,509010,2025,41370101,GS25오산중원,,경기도 오산시 오산로 242,41370,편의점,14145220.64,4459817.806,경기도 오산시 오산동 876-21
,196015,509010,2025,,지에스25지스마트엠티브이점,,경기도 안산시 단원구 시화호수로841번길 4,,편의점,14110841.66,4480445.283,경기도 안산시 단원구 성곡동 851-7
,196016,509010,2025,,다복유통,,경기도 안산시 단원구 엠티브이5로 21,,편의점,14111094.35,4480617.989,경기도 안산시 단원구 성곡동 848-5
41,196017,509010,2025,41480120,씨유파주신촌,,경기도 파주시 지목로 153,41480,편의점,14104871.31,4541348.058,경기도 파주시 신촌동 12-4
41,196018,509010,2025,41450123,세븐일레븐하남초이,,경기도 하남시 초광로 260,41450,편의점,14157092.18,4515085.616,경기도 하남시 초이동 198-13
,196019,509010,2025,,이마트24MTV행운,,경기도 안산시 단원구 엠티브이1로 54,,편의점,14111091.32,4480733.293,경기도 안산시 단원구 성곡동 848-2
,196020,509010,2025,,지에스25송산,,경기도 화성시 수노을중앙로 156,,편의점,14117428.14,4478677.707,경기도 화성시 새솔동 76-12
41,196021,509010,2025,41500101,씨유이천,,경기도 이천시 향교로 29,41500,편의점,14186640.52,4478914.549,경기도 이천시 창전동 417-9
,196022,509010,2025,,지에스25안산해양점,,경기도 안산시 상록구 해양1로 34,,편의점,14117446.84,4480323.369,경기도 안산시 상록구 사동 1510
,196023,509010,2025,,지에스25송산금강점,,경기도 화성시 수노을1로 190,,편의점,14117744.2,4478716.761,경기도 화성시 새솔동 19
41,196024,509010,2025,41390130,GS25장곡,,경기도 시흥시 장곡로53번길 12,41390,편의점,14113368.48,4491974.135,경기도 시흥시 장곡동 807
41,196025,509010,2025,41220111,씨유독곡,,경기도 평택시 삼봉로 69,41220,편의점,14145475.98,4451690.263,경기도 평택시 독곡동 40-3
,196026,509010,2025,,씨유송산꽃내음점,,경기도 화성시 꽃내음2길 46-3,,편의점,14117030.87,4479085.597,경기도 화성시 새솔동 54
,196027,509010,2025,,씨유시화MTV,,경기도 시흥시 시화호수전원2길 46-5,,편의점,14104120.93,4483485.02,경기도 시흥시 정왕동 2769-2
,196028,509010,2025,,세븐일레븐,,경기도 화성시 꽃내음1길 25,,편의점,14117322.45,4478723.514,경기도 화성시 새솔동 77-10
,196029,509010,2025,,이마트24안산마리나,,경기도 안산시 단원구 시화호수로 641,,편의점,14108524.12,4481412.336,경기도 안산시 단원구 성곡동 838-7
,196030,509010,2025,,씨유화성엠폴리스점,,경기도 화성시 노들길 4,,편의점,14117538.68,4478177.194,경기도 화성시 새솔동 99-6
,196031,509010,2025,,지에스25송산세영점,,경기도 화성시 수노을중앙로 255,,편의점,14118105.8,4477704.367,경기도 화성시 새솔동 26
41,196032,509010,2025,41500102,미니스톱,,경기도 이천시 설봉로 37,41500,편의점,14186292.12,4478175.551,경기도 이천시 관고동 25
41,196033,509010,2025,41390132,지에스25정왕,,경기도 시흥시 역전로 33,41390,편의점,14110335.83,4486505.912,경기도 시흥시 정왕동 1398
41,196034,509010,2025,41111136,씨유수원킹덤점,,경기도 수원시 장안구 조원로58번길 22-1,41111,편의점,14139724.65,4480951.504,경기도 수원시 장안구 조원동 527-10
41,196035,509010,2025,41480101,지에스25금촌,,경기도 파주시 후곡로 50,41480,편의점,14111873.99,4544622.277,경기도 파주시 금촌동 992
,196036,509010,2025,,씨유반달섬미켈란,,경기도 안산시 단원구 반달섬1로 4,,편의점,14108032.94,4481305.68,경기도 안산시 단원구 성곡동 844
,196037,509010,2025,,씨유평택당진항점,,경기도 평택시 포승읍 하만호길 155-40,,편의점,14121445.07,4431562.137,경기도 평택시 포승읍 신영리 971-1
41,196038,509010,2025,41590259,씨유향남,,경기도 화성시 향남읍 상신하길로135번길 6-16,41590,편의점,14126488.25,4453914.084,경기도 화성시 향남읍 상신리 1292-7
41,196039,509010,2025,41590127,지에스25동탄하늘점,,경기도 화성시 동탄중앙로 51-1,41590,편의점,14145623.19,4465792.066,경기도 화성시 반송동 200
,196040,509010,2025,,씨유반달다온,,경기도 안산시 단원구 반달섬1로 82,,편의점,14108482.27,4481177.758,경기도 안산시 단원구 성곡동 845-6
41,196041,509010,2025,41190102,지에스25심곡새로나점,,경기도 부천시 원미구 부흥로352번길 10,41190,편의점,14113194.08,4508005.085,경기도 부천시 원미구 심곡동 437-1
41,196042,509010,2025,41310103,세븐일레븐인창,,경기도 구리시 동구릉로85번길 34,41310,편의점,14152393.66,4524361.826,경기도 구리시 인창동 487-23
,196043,509010,2025,,세븐일레븐안산공단,,경기도 안산시 단원구 엠티브이5로 13,,편의점,14111040.81,4480520.891,경기도 안산시 단원구 성곡동 851
41,196044,509010,2025,41220110,이룰,,경기도 평택시 송탄로361번길 39,41220,편의점,14143806.57,4449621.72,경기도 평택시 지산동 830-45
,196045,509010,2025,,세븐화성새솔점,,경기도 화성시 수노을1로 191,,편의점,14117790.14,4478953.082,경기도 화성시 새솔동 18
41,196046,509010,2025,41210102,GS25광명모세로,,경기도 광명시 시청로 49,41210,편의점,14122492.89,4506379.241,경기도 광명시 철산동 162-2
,196047,509010,2025,,씨유반달섬하이브,,경기도 안산시 단원구 반달섬1로 98,,편의점,14108312.25,4481260.522,경기도 안산시 단원구 성곡동 845-3
,196048,509010,2025,,위너스,,경기도 안산시 단원구 시화호수로 615,,편의점,14108240.48,4481513.044,경기도 안산시 단원구 성곡동 838-1
41,196049,509010,2025,41450109,지에스25미사,,경기도 하남시 아리수로 570,41450,편의점,14158771,4518415.663,경기도 하남시 망월동 1081
,196050,509010,2025,,에프비인터네셔널,,경기도 안산시 단원구 엠티브이17로 35,,편의점,14108593.88,4481463.178,경기도 안산시 단원구 성곡동 839-9
,196051,509010,2025,,지에스25상록라이프점,,경기도 안산시 상록구 해안로 776,,편의점,14118824.41,4478825.561,경기도 안산시 상록구 사동 1639-7
,196052,509010,2025,,씨유안산아티스,,경기도 안산시 단원구 시화호수로 623,,편의점,14108322.79,4481481.41,경기도 안산시 단원구 성곡동 838-2
,196053,509010,2025,,세븐안산그랑시티자이점,,경기도 안산시 상록구 해양1로 199,,편의점,14118466.35,4478486.265,경기도 안산시 상록구 사동 1639-7
,196054,509010,2025,,엠와이자이마트,,경기도 안산시 상록구 해양4로 26,,편의점,14118546.41,4478790.045,경기도 안산시 상록구 사동 1639-24
41,196055,509010,2025,41113137,세븐일레븐권선,,경기도 수원시 권선구 장다리로 88,41113,편의점,14139943.9,4475121.58,경기도 수원시 권선구 권선동 992
,196056,509010,2025,,지에스반달스테이점,,경기도 안산시 단원구 반달섬1로 74,,편의점,14108577.05,4481053.82,경기도 안산시 단원구 성곡동 847-1
,196057,509010,2025,,이마트24R반달섬,,경기도 안산시 단원구 엠티브이17로 27,,편의점,14108499.58,4481507.337,경기도 안산시 단원구 성곡동 839-11
,196058,509010,2025,,디오브씨유송산새솔점,,경기도 화성시 큰나래2길 53,,편의점,14118137.96,4477541.429,경기도 화성시 새솔동 131-2
41,196059,509010,2025,41370104,포유25대호점,,경기도 오산시 대호로 104,41370,편의점,14143632.18,4461355.709,경기도 오산시 궐동 679-3
,196060,509010,2025,,세븐일레븐안산스마트,,경기도 안산시 상록구 해양3로 15,,편의점,14118475.09,4479019.054,경기도 안산시 상록구 사동 1639-20
41,196061,509010,2025,41610250,지에스25광주능평로점,,경기도 광주시 능평로 111,41610,편의점,14156538.07,4487996.182,경기도 광주시 능평동 262-1
,196062,509010,2025,,씨유송산센타,,경기도 화성시 수노을중앙로 142,,편의점,14117381.4,4478819.881,경기도 화성시 새솔동 76-8
41,196063,509010,2025,41590127,세븐일레븐동탄,,경기도 화성시 동탄반석로 196,41590,편의점,14145641.4,4467874.014,경기도 화성시 반송동 88-13
,196064,509010,2025,,유니온,,경기도 화성시 노들길 6-18,,편의점,14117445,4478317.826,경기도 화성시 새솔동 99-1
,196065,509010,2025,,이마트24안산마리나,,경기도 안산시 단원구 시화호수로 641,,편의점,14108524.12,4481412.336,경기도 안산시 단원구 성곡동 838-7
41,196066,509010,2025,41360253,씨유진접장현로점,,경기도 남양주시 진접읍 장현로 118,41360,편의점,14158138.41,4539948.601,경기도 남양주시 진접읍 장현리 358-4
41,196067,509010,2025,41285101,지에스25고양,,경기도 고양시 일산동구 사리현로 101-8,41285,편의점,14118692.5,4535818.963,경기도 고양시 일산동구 식사동 2-14
,196068,509010,2025,,세븐송산그린시티점,,경기도 화성시 꽃내음1길 25,,편의점,14117322.45,4478723.514,경기도 화성시 새솔동 77-10
41,196069,509010,2025,41285106,세븐일산백석로점,,경기도 고양시 일산동구 백석로71번길 14-3,41285,편의점,14113695.06,4529752.679,경기도 고양시 일산동구 백석동 1209-3
,196070,509010,2025,,에프비인터네셔널,,경기도 안산시 단원구 시화호수로 633,,편의점,14108442.09,4481440.1,경기도 안산시 단원구 성곡동 838-5
,196071,509010,2025,,지에스25시화엠티비,,경기도 시흥시 시화호수로 224,,편의점,14104239.7,4483646.292,경기도 시흥시 정왕동 2768-1
,196072,509010,2025,,씨유그랑,,경기도 안산시 상록구 해양1로 199,,편의점,14118466.35,4478486.265,경기도 안산시 상록구 사동 1639-7
,196073,509010,2025,,지에스상록파크점,,경기도 안산시 상록구 해양5로 11,,편의점,14118993.35,4478265.438,경기도 안산시 상록구 사동 1639
41,196074,509010,2025,41285111,씨유일산설문,,경기도 고양시 일산동구 은마길 237,41285,편의점,14115416.98,4540846.157,경기도 고양시 일산동구 설문동 583-17
41,196075,509010,2025,41135105,세븐서현에클라트점,,경기도 성남시 분당구 서현로 184,41135,편의점,14151355.32,4493380.746,경기도 성남시 분당구 서현동 251-3
41,196076,509010,2025,41220118,세븐평택비전２호주,,경기도 평택시 평택5로 88,41220,편의점,14150040.89,4438245.492,경기도 평택시 비전동 834
41,196077,509010,2025,41390129,씨스페이스,,경기도 시흥시 장현서2길 1,41390,편의점,14115044.42,4490992.994,경기도 시흥시 장현동 642-1
,196078,509010,2025,,씨유화성가온,,경기도 화성시 노들길 8,,편의점,14117497.63,4478134.068,경기도 화성시 새솔동 100-2
41,196079,509010,2025,41450106,씨유하남,,경기도 하남시 대청로 38,41450,편의점,14161661.81,4514717.799,경기도 하남시 신장동 524-6
,196080,509010,2025,,지에스25안산하이어티점,,경기도 안산시 단원구 시화호수로841번길 28-8,,편의점,14110986.18,4480699.85,경기도 안산시 단원구 성곡동 849
41,196081,509010,2025,41463118,CU비지에프로지스,,경기도 용인시 기흥구 이현로30번길 131-1,41463,편의점,14148804.29,4483732.632,경기도 용인시 기흥구 보정동 319
41,196082,509010,2025,41281120,씨유능곡역점,,경기도 고양시 덕양구 토당로 52,41281,편의점,14117599.45,4525950.865,경기도 고양시 덕양구 토당동 444-1
,196083,509010,2025,,다모아생활용품점,,경기도 안산시 단원구 시화호수로841번길 28-8,,편의점,14110986.18,4480699.85,경기도 안산시 단원구 성곡동 849
41,196084,509010,2025,41285103,세븐일산무궁화로점,,경기도 고양시 일산동구 무궁화로181번길 36,41285,편의점,14113098.4,4533275.466,경기도 고양시 일산동구 정발산동 1219-4
,196085,509010,2025,,고래타워황금꽃점,,경기도 안산시 단원구 시화호수로841번길 28-22,,편의점,14111023.11,4480590.909,경기도 안산시 단원구 성곡동 849-8
41,196086,509010,2025,41590320,이마트24화성자안점,,경기도 화성시 비봉면 푸른들판로 1141,41590,편의점,14123350.74,4467804.647,경기도 화성시 비봉면 자안리 528
41,196087,509010,2025,41610110,최시영임대,,경기도 광주시 태성로 128,41610,편의점,14162840.25,4491945.735,경기도 광주시 태전동 704
,196088,509010,2025,,이마트24송산수노을점,,경기도 화성시 수노을2로 11,,편의점,14117132.84,4478949.013,경기도 화성시 새솔동 76-1
41,196089,509010,2025,41290108,GS25과천래미안점,,경기도 과천시 별양로 28,41290,편의점,14136626.16,4497984.502,경기도 과천시 원문동 4
,196090,509010,2025,,지에스25상록그랑시티점,,경기도 안산시 상록구 해양1로 199,,편의점,14118466.35,4478486.265,경기도 안산시 상록구 사동 1639-7
41,196091,509010,2025,41670109,여주,,경기도 여주시 우암로 137,41670,편의점,14207103.35,4479481.51,경기도 여주시 월송동 81-1
,196092,509010,2025,,반달슈퍼,,경기도 안산시 단원구 엠티브이17로 11,,편의점,14108320.78,4481578.236,경기도 안산시 단원구 성곡동 839-15
41,196093,509010,2025,41360253,씨유진접최고점,,경기도 남양주시 진접읍 해밀예당1로 50-38,41360,편의점,14158475.76,4538846.903,경기도 남양주시 진접읍 금곡리 1082-6
41,196094,509010,2025,41190108,지에스25중동,,경기도 부천시 원미구 중동로 161,41190,편의점,14111634.82,4508226.287,경기도 부천시 원미구 중동 720-1
41,196095,509010,2025,41390132,GS25정왕길산점,,경기도 시흥시 경기과기대로 219,41390,편의점,14107814.46,4485827.881,경기도 시흥시 정왕동 1277-14
48,196096,509010,2025,48250330,이마트24김해고모점,,경상남도 김해시 진례면 고모로 160,48250,편의점,14334547.9,4196774.888,경상남도 김해시 진례면 송현리 711
47,196097,509010,2025,47230103,CU영천,,경상북도 영천시 호국로 70,47230,편의점,14354149.97,4297005.025,경상북도 영천시 야사동 182-8
48,196098,509010,2025,48127104,씨유마산석전메트로점,,경상남도 창원시 마산회원구 석전남8길 40,48127,편의점,14312428.59,4195154.083,경상남도 창원시 마산회원구 석전동 300
48,196099,509010,2025,48170102,씨유진주주약현대점,,경상남도 진주시 진주대로815번길 10,48170,편의점,14259224.36,4187482.086,경상남도 진주시 주약동 111-82
48,196100,509010,2025,48330310,이마트24양산,,경상남도 양산시 동면 금오5길 46-21,48330,편의점,14362627.57,4206231.212,경상남도 양산시 동면 금산리 1436-11
48,196101,509010,2025,48250128,GS25장유,,경상남도 김해시 능동로 34,48250,편의점,14337637.33,4190610.35,경상남도 김해시 삼문동 62-4
48,196102,509010,2025,48220340,씨유에이치에스지성동조선점,,경상남도 통영시 광도면 공단로 940,48220,편의점,14296399.16,4158304.012,경상남도 통영시 광도면 황리 1609-2
48,196103,509010,2025,48170137,세븐진주만덕화점,,경상남도 진주시 충의로 20-12,48170,편의점,14265291.74,4187763.015,경상남도 진주시 충무공동 284-3
48,196104,509010,2025,48170113,미니스톱진주,,경상남도 진주시 비봉로 49,48170,편의점,14257821.26,4190427.358,경상남도 진주시 봉곡동 79
48,196105,509010,2025,48330253,씨유양산범,,경상남도 양산시 물금읍 범구로 44,48330,편의점,14361930.08,4208247.206,경상남도 양산시 물금읍 범어리 2716-6
48,196106,509010,2025,48730250,세븐함안가야점,,경상남도 함안군 가야읍 가야로 150,48730,편의점,14295367.56,4201872.058,경상남도 함안군 가야읍 검암리 970-2
48,196107,509010,2025,48125137,세븐일레븐마산포세이돈점,,경상남도 창원시 마산합포구 해안대로 376,48125,편의점,14313552.68,4191581.049,경상남도 창원시 마산합포구 오동동 318-1
48,196108,509010,2025,48121108,GS25창원,,경상남도 창원시 의창구 용동로 45,48121,편의점,14326468.67,4196028.847,경상남도 창원시 의창구 사림동 161-1
48,196109,509010,2025,48170137,씨유진주혁신배종점,,경상남도 진주시 사들로123번길 40,48170,편의점,14264945.15,4188365.818,경상남도 진주시 충무공동 225-4
,196110,509010,2025,,지에스25거제유로아일랜드점,,경상남도 거제시 고현항로 26,,편의점,14318021.44,4149437.174,경상남도 거제시 고현동 1102
,196111,509010,2025,,지에스25거제유로스카이점,,경상남도 거제시 고현항로 40,,편의점,14317943.14,4149617.658,경상남도 거제시 고현동 1175
48,196112,509010,2025,48310102,지에스25장승포항구점,,경상남도 거제시 장승포로 2,48310,편의점,14329581.47,4145853.041,경상남도 거제시 장승포동 692-1
48,196113,509010,2025,48330110,세븐일레븐양산협성,,경상남도 양산시 회현1길 5,48330,편의점,14363104.29,4210603.561,경상남도 양산시 교동 245-2
,196114,509010,2025,,씨유거제유로스카이점,,경상남도 거제시 고현항2로 51,,편의점,14317888.51,4149789.519,경상남도 거제시 고현동 1175
48,196115,509010,2025,48127103,지에스25봉암재미점,,경상남도 창원시 마산회원구 봉암공단5길 51,48127,편의점,14315390,4193327.562,경상남도 창원시 마산회원구 봉암동 660-15
48,196116,509010,2025,48121128,씨유창원용호,,경상남도 창원시 성산구 용지로 241,48121,편의점,14325317.06,4195900.967,경상남도 창원시 성산구 용호동 17-10
48,196117,509010,2025,48330330,GS25양산IC점,,경상남도 양산시 상북면 양산대로 1239,48330,편의점,14365603.36,4215628.423,경상남도 양산시 상북면 소토리 566-3
48,196118,509010,2025,48270330,이마트24밀양산외카페점,,경상남도 밀양시 산외면 화동강길 5,48270,편의점,14336603.34,4232930.901,경상남도 밀양시 산외면 금천리 836-11
48,196119,509010,2025,48127250,이마트24마산대50주년,,경상남도 창원시 마산회원구 내서읍 함마대로 2640,48127,편의점,14304899.89,4199227.681,경상남도 창원시 마산회원구 내서읍 용담리 181-1
48,196120,509010,2025,48310109,지에스25거제고현화성,,경상남도 거제시 고현로2길 30,48310,편의점,14318130.21,4148041.942,경상남도 거제시 고현동 683-5
48,196121,509010,2025,48880250,씨유거창정장산업단지점,,경상남도 거창군 거창읍 밤티재로 1281,48880,편의점,14241209.12,4255249.926,경상남도 거창군 거창읍 정장리 95-7
48,196122,509010,2025,48240109,미니스톱,,경상남도 사천시 주공로 60,48240,편의점,14258594.55,4156234.275,경상남도 사천시 용강동 838
48,196123,509010,2025,48330253,이마트24양산,,경상남도 양산시 물금읍 오봉로 23,48330,편의점,14360073.2,4208431.803,경상남도 양산시 물금읍 범어리 549-1
48,196124,509010,2025,48330107,지에스25북정,,경상남도 양산시 북정중앙로 25,48330,편의점,14365487.46,4213081.353,경상남도 양산시 북정동 530-4
47,196125,509010,2025,47111256,지에스25원리,,경상북도 포항시 남구 오천읍 냉천로298번길 45,47111,편의점,14405283.03,4296193.768,경상북도 포항시 남구 오천읍 원리 932-4
48,196126,509010,2025,48250117,GS25삼정스마트점,,경상남도 김해시 김해대로2529번길 23,48250,편의점,14349420.26,4195250.227,경상남도 김해시 삼정동 653-16
47,196127,509010,2025,47170133,씨유옥동,,경상북도 안동시 복주1길 83,47170,편의점,14326942.31,4378406.547,경상북도 안동시 옥동 773-18
47,196128,509010,2025,47290109,이마트24R경산,,경상북도 경산시 성암로21길 37-17,47290,편의점,14329653.37,4277072.813,경상북도 경산시 옥산동 727-2
47,196129,509010,2025,47150107,GS25김천,,경상북도 김천시 김천로 244,47150,편의점,14262973.51,4316710.311,경상북도 김천시 황금동 25-12
47,196130,509010,2025,47170140,지에스25안동,,경상북도 안동시 강남5길 40,47170,편의점,14330595.11,4376674.024,경상북도 안동시 정하동 257-10
47,196131,509010,2025,47130114,지에스25충효,,경상북도 경주시 충효2길 13,47130,편의점,14381203.37,4278877.633,경상북도 경주시 충효동 3007-1
47,196132,509010,2025,47190104,씨유구미봉곡원룸점,,경상북도 구미시 봉곡로 153,47190,편의점,14283446.02,4321626.06,경상북도 구미시 봉곡동 235-1
47,196133,509010,2025,47210101,씨유영주,,경상북도 영주시 중앙로 81,47210,편의점,14318409.05,4414411.341,경상북도 영주시 영주동 550-11
47,196134,509010,2025,47130104,GS25경주원화점,,경상북도 경주시 원화로 309,47130,편의점,14384370.97,4279769.721,경상북도 경주시 성동동 142-5
47,196135,509010,2025,47290115,이마트24,,경상북도 경산시 대학로 285,47290,편의점,14332757.66,4278186.853,경상북도 경산시 대동 170-16
47,196136,509010,2025,47190350,세븐일레븐구미골드클래스점,,경상북도 구미시 산동읍 신당3로 45,47190,편의점,14296768.17,4322288.458,경상북도 구미시 산동읍 신당리 1388
47,196137,509010,2025,47190350,지에스25경운대점,,경상북도 구미시 산동읍 강동로 730,47190,편의점,14301113.57,4323803.689,경상북도 구미시 산동읍 인덕리 171-3
47,196138,509010,2025,47190122,지에스25뉴구미인평점,,경상북도 구미시 인동북길 19,47190,편의점,14295862.65,4314951.292,경상북도 구미시 인의동 837-8
12,196139,509010,2025,12240130,씨유종원,,전남광주통합특별시 서구 화개1로 59-3,12240,편의점,14121280.89,4181480.246,전남광주통합특별시 서구 금호동 240-2
47,196140,509010,2025,47290126,CU사동,,경상북도 경산시 계양로8길 69,47290,편의점,14332909.95,4275403.354,경상북도 경산시 사동 591
47,196141,509010,2025,47190109,세븐구미차병원점주,,경상북도 구미시 신시로10길 12,47190,편의점,14286797.72,4316329.965,경상북도 구미시 형곡동 855
27,196142,509010,2025,27200103,지에스25대명,,대구광역시 남구 현충로46길 22,27200,편의점,14313836.46,4280190.048,대구광역시 남구 대명동 1917-4
30,196143,509010,2025,30170112,지에스25,,대전광역시 서구 둔산로 32-17,30170,편의점,14179565.52,4349015.132,대전광역시 서구 둔산동 1052
30,196144,509010,2025,30200114,이마트24R대전원신흥,,대전광역시 유성구 원신흥남로42번길 17,30200,편의점,14175340.62,4346998.889,대전광역시 유성구 원신흥동 543-6
27,196145,509010,2025,27230112,씨유복현,,대구광역시 북구 복현로 70-1,27230,편의점,14318342.51,4286639.636,대구광역시 북구 복현동 265
26,196146,509010,2025,26410109,세븐일레븐부산대동대학교점,,부산광역시 금정구 부곡로142번길 49,26410,편의점,14370779.71,4194960.437,부산광역시 금정구 부곡동 277-12
26,196147,509010,2025,26140106,씨유부산꽃동네점,,부산광역시 서구 꽃마을로 159,26140,편의점,14360991.79,4181192.31,부산광역시 서구 서대신동3가 7-32
26,196148,509010,2025,26290110,씨유우암코끼리점,,부산광역시 남구 우암로154번길 36-7,26290,편의점,14369261.22,4180876.072,부산광역시 남구 우암동 43-32
26,196149,509010,2025,26530102,씨유럭키신모라점,,부산광역시 사상구 모라로110번길 47,26530,편의점,14359502.93,4189019.495,부산광역시 사상구 모라동 422-3
26,196150,509010,2025,26350105,세븐부산센텀리더스점주,,부산광역시 해운대구 APEC로 17,26350,편의점,14374954.15,4186453.589,부산광역시 해운대구 우동 1514
26,196151,509010,2025,26440116,GS25강서범방원룸점,,부산광역시 강서구 범방3로68번길 1,26440,편의점,14347012.65,4184183.159,부산광역시 강서구 범방동 1878-8
26,196152,509010,2025,26410111,이마트24금정금사점,,부산광역시 금정구 금사로 75,26410,편의점,14372569.36,4193760.352,부산광역시 금정구 금사동 132-7
,196153,509010,2025,,세븐일레븐부산국제여객터미널,,부산광역시 동구 충장대로 206,,편의점,14365688.77,4179899.006,부산광역시 동구 초량동 45-39
26,196154,509010,2025,26380103,지에스25,,부산광역시 사하구 낙동대로516번길 56,26380,편의점,14356449.57,4179314.946,부산광역시 사하구 하단동 494-1
,196155,509010,2025,,세븐부산국제여객터미널1호점,,부산광역시 동구 충장대로 206,,편의점,14365688.77,4179899.006,부산광역시 동구 초량동 45-39
,196156,509010,2025,,세븐일레븐부산국제여객터미널,,부산광역시 동구 충장대로 206,,편의점,14365688.77,4179899.006,부산광역시 동구 초량동 45-39
26,196157,509010,2025,26290106,세븐일레븐,,부산광역시 남구 못골로 95-1,26290,편의점,14370556.23,4182347.645,부산광역시 남구 대연동 1349-14
,196158,509010,2025,,사랑마트,,부산광역시 영도구 동삼오션로 30,,편의점,14369575.68,4173197.383,부산광역시 영도구 동삼동 1180
26,196159,509010,2025,26440115,낚시밸리지에스25강서낚시,,부산광역시 강서구 미음국제2로가길 29,26440,편의점,14346360.52,4183569.007,부산광역시 강서구 미음동 1655-4
,196160,509010,2025,,세븐부산국제여객터미널2호점,,부산광역시 동구 충장대로 206,,편의점,14365688.77,4179899.006,부산광역시 동구 초량동 45-39
11,196161,509010,2025,11260105,CU중랑망우점,,서울특별시 중랑구 상봉로 52,11260,편의점,14148019.7,4521741.879,서울특별시 중랑구 망우동 523-5
11,196162,509010,2025,11215105,씨유뉴광진,,서울특별시 광진구 자양로19길 10,11215,편의점,14146767.66,4514531.211,서울특별시 광진구 자양동 769-13
11,196163,509010,2025,11680114,세븐S3일원역점,,서울특별시 강남구 일원로 121,11680,편의점,14146972.93,4506797.71,서울특별시 강남구 일원동 717
11,196164,509010,2025,11545101,SM개발,,서울특별시 금천구 디지털로 130,11545,편의점,14124429.35,4505583.06,서울특별시 금천구 가산동 345-30
11,196165,509010,2025,11545101,이마트24가산SK,,서울특별시 금천구 가산디지털1로 171,11545,편의점,14124290.68,4506342.185,서울특별시 금천구 가산동 371-41
11,196166,509010,2025,11545101,세븐일레븐가산한신아이티점,,서울특별시 금천구 디지털로9길 47,11545,편의점,14124862.73,4506165.409,서울특별시 금천구 가산동 60-18
11,196167,509010,2025,11680110,CU압구정,,서울특별시 강남구 압구정로 113,11680,편의점,14139728.67,4512453.21,서울특별시 강남구 압구정동 397
11,196168,509010,2025,11650102,지에스25서초베스트,,서울특별시 서초구 동산로19길 35-1,11650,편의점,14142725.32,4505388.011,서울특별시 서초구 양재동 300
11,196169,509010,2025,11410117,GS25연대북문점,,서울특별시 서대문구 연희로26가길 2,11410,편의점,14130525.84,4519285.01,서울특별시 서대문구 연희동 75-17
11,196170,509010,2025,11680104,씨유청담청아점,,서울특별시 강남구 학동로 431,11680,편의점,14142928.49,4511656.879,서울특별시 강남구 청담동 46-20
11,196171,509010,2025,11140133,씨유충무로엘크루점,,서울특별시 중구 퇴계로49길 14,11140,편의점,14137577.85,4517929.758,서울특별시 중구 충무로5가 36-2
11,196172,509010,2025,11260104,이마트24묵동,,서울특별시 중랑구 숙선옹주로 6-9,11260,편의점,14146252.67,4525168.782,서울특별시 중랑구 묵동 164-4
11,196173,509010,2025,11710104,씨유송파,,서울특별시 송파구 송파대로44길 3,11710,편의점,14149436.47,4509968.37,서울특별시 송파구 송파동 14-5
11,196174,509010,2025,11440125,지에스25성산,,서울특별시 마포구 성산로 124,11440,편의점,14127278.74,4517994.465,서울특별시 마포구 성산동 275-1
11,196175,509010,2025,11680101,지에스25역삼,,서울특별시 강남구 논현로85길 5,11680,편의점,14141700.67,4508902.578,서울특별시 강남구 역삼동 738-7
11,196176,509010,2025,11440120,씨유서교,,서울특별시 마포구 양화로 133,11440,편의점,14128782,4516783.174,서울특별시 마포구 서교동 353-1
