ctprvn_cd,objt_id,fclty_cd,data_yr,emd_cd,fclty_nm,telno,rn_adres,sgg_cd,fclty_ty,x,y,adres
11,225019,509010,2025,11320107,세븐일레븐창동3주공점,,서울특별시 도봉구 해등로 82,11320,편의점,14142229.82,4530230.28,서울특별시 도봉구 창동 347-1
11,225020,509010,2025,11170113,미니스톱원효로점,,서울특별시 용산구 원효로53길 8,11170,편의점,14133359.36,4514091.042,서울특별시 용산구 원효로2가 80-19
11,225021,509010,2025,11140137,GS25충무로햇살점,,서울특별시 중구 충무로 10,11140,편의점,14136836.57,4517751.511,서울특별시 중구 필동1가 46-1
11,225022,509010,2025,11590102,씨유동작행정타운점,,서울특별시 동작구 장승배기로10길 17,11590,편의점,14130897.98,4509698.401,서울특별시 동작구 상도동 373-20
11,225023,509010,2025,11230105,GS25답십리청마루,,서울특별시 동대문구 답십리로59길 6,11230,편의점,14144908.67,4519284.774,서울특별시 동대문구 답십리동 2-148
11,225024,509010,2025,11500105,세븐일레븐코엑스,,서울특별시 강서구 마곡중앙5로 9,11500,편의점,14118315.89,4518315.915,서울특별시 강서구 마곡동 767-2
11,225025,509010,2025,11500103,GS25강서화곡로점,,서울특별시 강서구 화곡로18길 31,11500,편의점,14119329,4514496.652,서울특별시 강서구 화곡동 1086-3
11,225026,509010,2025,11200108,씨유응봉역점,,서울특별시 성동구 고산자로 132,11200,편의점,14141518.35,4516315.41,서울특별시 성동구 응봉동 228-12
11,225027,509010,2025,11500105,GS25마곡더블유점,,서울특별시 강서구 방화대로 294,11500,편의점,14117205.97,4518436.591,서울특별시 강서구 마곡동 739-1
11,225028,509010,2025,11530107,세븐뉴구로개봉푸르뫼점,,서울특별시 구로구 고척로 102,11530,편의점,14120382.09,4509180.448,서울특별시 구로구 개봉동 66-32
11,225029,509010,2025,11680107,세븐일레븐압구정로데오현대점,,서울특별시 강남구 선릉로157길 31,11680,편의점,14141714.72,4512717.305,서울특별시 강남구 신사동 657-2
11,225030,509010,2025,11500105,드림마트,,서울특별시 강서구 마곡중앙로 111,11500,편의점,14118225.15,4517973.93,서울특별시 강서구 마곡동 767-4
11,225031,509010,2025,11710101,GS25외야3루점,,서울특별시 송파구 올림픽로 25,11710,편의점,14145692.21,4510751.304,서울특별시 송파구 잠실동 10
11,225032,509010,2025,11500104,이마트24self가양더리브점,,서울특별시 강서구 양천로 400-12,11500,편의점,14120404.13,4518203.933,서울특별시 강서구 등촌동 849
11,225033,509010,2025,11710106,GS25삼전,,서울특별시 송파구 삼전로8길 10,11710,편의점,14147591.78,4509729.899,서울특별시 송파구 삼전동 8-9
11,225034,509010,2025,11290136,세븐일레븐월곡동덕여대점,,서울특별시 성북구 화랑로11길 35,11290,편의점,14142262.67,4523615.633,서울특별시 성북구 하월곡동 27-9
11,225035,509010,2025,11560111,아이스토어당산,,서울특별시 영등포구 영등포로28길 5,11560,편의점,14126360.15,4511836.433,서울특별시 영등포구 당산동1가 9-1
11,225036,509010,2025,11560132,세븐일레븐장훈고점,,서울특별시 영등포구 영등포로64길 23,11560,편의점,14128241.94,4510854.192,서울특별시 영등포구 신길동 166-45
11,225037,509010,2025,11200115,지에스25성수오징어게임팝업점,,서울특별시 성동구 연무장15길 11,11200,편의점,14144193.4,4515017.726,서울특별시 성동구 성수동2가 273-13
11,225038,509010,2025,11680101,세븐일레븐역삼코넬점,,서울특별시 강남구 언주로93길 28-8,11680,편의점,14141985.62,4509578.651,서울특별시 강남구 역삼동 673-24
11,225039,509010,2025,11350103,세븐일레븐공릉,,서울특별시 노원구 동일로191가길 51,11350,편의점,14145439.83,4526902.424,서울특별시 노원구 공릉동 312-23
11,225040,509010,2025,11620102,과자랑아이스,,서울특별시 관악구 문성로 82,11620,편의점,14127844.12,4505837.597,서울특별시 관악구 신림동 762-7
11,225041,509010,2025,11470102,지에스GS25목동햇살점,,서울특별시 양천구 목동중앙남로14길 1,11470,편의점,14122617.4,4514711,서울특별시 양천구 목동 715-8
11,225042,509010,2025,11230110,지에스25외대라그란데점,,서울특별시 동대문구 이문로35길 12,11230,편의점,14144436.95,4523383.223,서울특별시 동대문구 이문동 257-42
11,225043,509010,2025,11440102,GS25마포,,서울특별시 마포구 마포대로8길 9,11440,편의점,14132447.96,4515574.581,서울특별시 마포구 공덕동 249-12
11,225044,509010,2025,11710108,지엠디연구소CU이편한,,서울특별시 송파구 송이로31길 20,11710,편의점,14152463.36,4507578.513,서울특별시 송파구 문정동 136
11,225045,509010,2025,11380104,씨유은평,,서울특별시 은평구 갈현로 233,11380,편의점,14128101.44,4525595.869,서울특별시 은평구 갈현동 504-2
11,225046,509010,2025,11140111,이마트24,,서울특별시 중구 소공로 106,11140,편의점,14135372.86,4518085.479,서울특별시 중구 소공동 87-1
11,225047,509010,2025,11350103,이마트24시공릉화랑대점,,서울특별시 노원구 노원로1길 110,11350,편의점,14146614.27,4525966.588,서울특별시 노원구 공릉동 270-51
11,225048,509010,2025,11470103,씨유신월,,서울특별시 양천구 남부순환로73길 11,11470,편의점,14119706.65,4511857.714,서울특별시 양천구 신월동 523-15
11,225049,509010,2025,11260101,GS25면목동원점,,서울특별시 중랑구 동일로96길 46,11260,편의점,14146763.64,4520915.454,서울특별시 중랑구 면목동 157-2
11,225050,509010,2025,11590107,지에스25뉴사당,,서울특별시 동작구 사당로 206,11590,편의점,14134321.36,4506863.854,서울특별시 동작구 사당동 250-3
11,225051,509010,2025,11260101,지에스GS25면목,,서울특별시 중랑구 답십리로87길 17,11260,편의점,14147074.86,4519125.202,서울특별시 중랑구 면목동 393-127
11,225052,509010,2025,11470101,GS25목동,,서울특별시 양천구 목동동로 55,11470,편의점,14122146.51,4511209.959,서울특별시 양천구 신정동 323-17
11,225053,509010,2025,11740105,세븐일레븐길동해,,서울특별시 강동구 명일로19길 12,11740,편의점,14153836.07,4514580.206,서울특별시 강동구 길동 97
11,225054,509010,2025,11710101,GS25야외1루점,,서울특별시 송파구 올림픽로 25,11710,편의점,14145692.21,4510751.304,서울특별시 송파구 잠실동 10
11,225055,509010,2025,11500102,이마트24강서,,서울특별시 강서구 화곡로68길 148,11500,편의점,14122161.99,4516892.104,서울특별시 강서구 등촌동 636-60
11,225056,509010,2025,11680104,세븐일레븐뉴청담,,서울특별시 강남구 도산대로81길 45,11680,편의점,14142717.06,4512825.771,서울특별시 강남구 청담동 100-7
11,225057,509010,2025,11620102,씨유관악성진점,,서울특별시 관악구 조원중앙로1길 54,11620,편의점,14126628.63,4506262.147,서울특별시 관악구 신림동 1664-14
11,225058,509010,2025,11350105,GS25상계1단지점,,서울특별시 노원구 덕릉로 459-37,11350,편의점,14144219.79,4529646.287,서울특별시 노원구 상계동 767-5
11,225059,509010,2025,11590108,GS25대방등용점,,서울특별시 동작구 등용로 96,11590,편의점,14130038.89,4510399.14,서울특별시 동작구 대방동 20-10
11,225060,509010,2025,11650108,미니스톱삼성타운점,,서울특별시 서초구 서초대로78길 22,11650,편의점,14140641.92,4508443.195,서울특별시 서초구 서초동 1327-1
11,225061,509010,2025,11170102,GS25용산소월점,,서울특별시 용산구 신흥로20길 18,11170,편의점,14135877.53,4515551.529,서울특별시 용산구 용산동2가 1-458
11,225062,509010,2025,11530107,GS25개봉로점,,서울특별시 구로구 개봉로17나길 88,11530,편의점,14120958.39,4508213.623,서울특별시 구로구 개봉동 308-18
11,225063,509010,2025,11530107,GS25구로,,서울특별시 구로구 개봉로3가길 85,11530,편의점,14121164.3,4506603.141,서울특별시 구로구 개봉동 316-10
11,225064,509010,2025,11290109,씨유동소문,,서울특별시 성북구 동소문로13길 12,11290,편의점,14139013.1,4522002.458,서울특별시 성북구 동소문동6가 26
11,225065,509010,2025,11710106,세븐일레븐삼전일등점,,서울특별시 송파구 백제고분로31길 26,11710,편의점,14148234.77,4509720.833,서울특별시 송파구 삼전동 125-9
11,225066,509010,2025,11200115,GS25뉴성수뚝도점,,서울특별시 성동구 성수이로 26,11200,편의점,14143642.24,4514313.01,서울특별시 성동구 성수동2가 335-230
11,225067,509010,2025,11560110,GS25트윈,,서울특별시 영등포구 여의대로 128,11560,편의점,14129687.15,4512944.874,서울특별시 영등포구 여의도동 20
11,225068,509010,2025,11545103,지에스25금천탑골점,,서울특별시 금천구 금하로29길 15,11545,편의점,14127831.18,4502127.598,서울특별시 금천구 시흥동 263-11
11,225069,509010,2025,11440120,GS25서교,,서울특별시 마포구 동교로17안길 51,11440,편의점,14128532.56,4516973.497,서울특별시 마포구 서교동 448-25
11,225070,509010,2025,11680108,GS25논현아크로점,,서울특별시 강남구 언주로114길 9,11680,편의점,14141843.78,4510441.222,서울특별시 강남구 논현동 275-5
11,225071,509010,2025,11215107,미니스톱건대현대점,,서울특별시 광진구 아차산로21길 47,11215,편의점,14144901.28,4515219.296,서울특별시 광진구 화양동 234
11,225072,509010,2025,11530107,씨유개봉목감천점,,서울특별시 구로구 개봉로2길 69,11530,편의점,14121894.79,4507366.863,서울특별시 구로구 개봉동 277-17
11,225073,509010,2025,11530107,씨유개봉남부점,,서울특별시 구로구 남부순환로97길 20-10,11530,편의점,14121832.14,4508170.779,서울특별시 구로구 개봉동 202-19
11,225074,509010,2025,11350106,세븐일레븐상계메인점,,서울특별시 노원구 덕릉로83길 26,11350,편의점,14145819.98,4531547.941,서울특별시 노원구 중계동 154-14
11,225075,509010,2025,11305103,세븐일레븐수유삼양로점,,서울특별시 강북구 삼양로77가길 9,11305,편의점,14139474.19,4527225.3,서울특별시 강북구 수유동 482-65
11,225076,509010,2025,11470103,씨유서서울,,서울특별시 양천구 남부순환로 432,11470,편의점,14118917.11,4513145.187,서울특별시 양천구 신월동 205-46
11,225077,509010,2025,11680107,미니스톱신강남,,서울특별시 강남구 도산대로1길 20,11680,편의점,14139800.01,4511560.127,서울특별시 강남구 신사동 511
11,225078,509010,2025,11380108,세븐일레븐역촌,,서울특별시 은평구 역말로 20,11380,편의점,14127843.99,4523842.246,서울특별시 은평구 역촌동 56-1
11,225079,509010,2025,11380107,세븐일레븐응암서희점,,서울특별시 은평구 응암로 152,11380,편의점,14128193.69,4521053.458,서울특별시 은평구 응암동 603-52
11,225080,509010,2025,11680101,세븐일레븐역삼창조점,,서울특별시 강남구 논현로85길 13,11680,편의점,14141613.35,4508899.28,서울특별시 강남구 역삼동 739
11,225081,509010,2025,11545102,GS25독산반수점,,서울특별시 금천구 독산로 313,11545,편의점,14126807.02,4505505.905,서울특별시 금천구 독산동 978-36
11,225082,509010,2025,11620101,GS25봉천,,서울특별시 관악구 행운1라길 62,11620,편의점,14132959.87,4506425.268,서울특별시 관악구 봉천동 98-1
11,225083,509010,2025,11530107,GS25구로경인점,,서울특별시 구로구 경인로35길 38,11530,편의점,14121359.67,4508884.064,서울특별시 구로구 개봉동 149-20
11,225084,509010,2025,11530106,미니스톱덕이초교점,,서울특별시 구로구 고척로51길 12,11530,편의점,14121492.37,4509824.071,서울특별시 구로구 고척동 168-39
11,225085,509010,2025,11380106,씨유역촌서오릉점,,서울특별시 은평구 서오릉로 74,11380,편의점,14128947.01,4524064.575,서울특별시 은평구 대조동 179-48
11,225086,509010,2025,11260103,GS25중화,,서울특별시 중랑구 동일로130길 32,11260,편의점,14146684.61,4523024.679,서울특별시 중랑구 중화동 291-37
11,225087,509010,2025,11590107,GS25사당,,서울특별시 동작구 사당로22나길 22,11590,편의점,14134873.93,4506294.743,서울특별시 동작구 사당동 429-35
11,225088,509010,2025,11200115,리틀스위트,,서울특별시 성동구 연무장5가길 7,11200,편의점,14143549.88,4515219.189,서울특별시 성동구 성수동2가 314-13
11,225089,509010,2025,11215107,GS25광진,,서울특별시 광진구 광나루로20길 38,11215,편의점,14145813.12,4515404.893,서울특별시 광진구 화양동 111-40
11,225090,509010,2025,11215101,세븐일레븐중곡,,서울특별시 광진구 천호대로109길 10,11215,편의점,14146603.89,4517071.916,서울특별시 광진구 중곡동 341-1
11,225091,509010,2025,11680107,지에스25신사타운점,,서울특별시 강남구 언주로174길 17,11680,편의점,14141522.07,4513025.928,서울특별시 강남구 신사동 638-7
11,225092,509010,2025,11470101,CU신정오목로점,,서울특별시 양천구 오목로 128,11470,편의점,14121078.64,4512413.256,서울특별시 양천구 신정동 944-1
11,225093,509010,2025,11140131,GS25나라키움점,,서울특별시 중구 삼일대로 340,11140,편의점,14136263.43,4518157.145,서울특별시 중구 저동1가 1-2
11,225094,509010,2025,11545101,씨유가산대륭점,,서울특별시 금천구 디지털로9길 68,11545,편의점,14124935.91,4506368.826,서울특별시 금천구 가산동 60-3
11,225095,509010,2025,11470102,씨유목동,,서울특별시 양천구 목동서로 70,11470,편의점,14123857.01,4514106.975,서울특별시 양천구 목동 902
11,225096,509010,2025,11260101,세븐일레븐면목엠비스점,,서울특별시 중랑구 상봉로 39,11260,편의점,14147977.3,4521588.393,서울특별시 중랑구 면목동 72-1
11,225097,509010,2025,11710112,씨유송파도서관점,,서울특별시 송파구 동남로 274,11710,편의점,14152794.8,4509044.789,서울특별시 송파구 오금동 151-5
11,225098,509010,2025,11590101,세븐일레븐노량진,,서울특별시 동작구 만양로12길 16,11590,편의점,14131598.59,4510451.048,서울특별시 동작구 노량진동 222-35
11,225099,509010,2025,11545101,씨유가산,,서울특별시 금천구 디지털로10길 9,11545,편의점,14125225.98,4505891.927,서울특별시 금천구 가산동 60-8
11,225100,509010,2025,11680118,미니스톱도곡공원점,,서울특별시 강남구 도곡로4길 5,11680,편의점,14141294.2,4507570.14,서울특별시 강남구 도곡동 942-11
11,225101,509010,2025,11680103,세븐포이５호점주,,서울특별시 강남구 개포로24길 6,11680,편의점,14142927.8,4506005.668,서울특별시 강남구 개포동 1218
11,225102,509010,2025,11260102,지에스25상봉,,서울특별시 중랑구 송림길 5,11260,편의점,14148171.07,4522983.46,서울특별시 중랑구 상봉동 49-11
11,225103,509010,2025,11710108,CU문정파인타운점,,서울특별시 송파구 새말로 153,11710,편의점,14152089.75,4506870.24,서울특별시 송파구 문정동 100-6
11,225104,509010,2025,11680108,GS25논현성암점,,서울특별시 강남구 선릉로 605,11680,편의점,14142400.52,4510556.88,서울특별시 강남구 논현동 278-6
11,225105,509010,2025,11170130,이마트24이태원2동점,,서울특별시 용산구 회나무로13가길 57,11170,편의점,14136777.84,4514786.682,서울특별시 용산구 이태원동 258-227
11,225106,509010,2025,11650107,미니스톱반포상공점,,서울특별시 서초구 고무래로 6-3,11650,편의점,14138678.64,4509560.638,서울특별시 서초구 반포동 58-7
11,225107,509010,2025,11710111,GS25방이파크점,,서울특별시 송파구 위례성대로18길 3,11710,편의점,14151641.67,4510672.88,서울특별시 송파구 방이동 186-19
11,225108,509010,2025,11500101,씨유염창오피스점,,서울특별시 강서구 공항대로 653-9,11500,편의점,14123935.89,4515740.97,서울특별시 강서구 염창동 283-2
11,225109,509010,2025,11650108,씨유반포대로점,,서울특별시 서초구 반포대로 73,11650,편의점,14138663.05,4507178.856,서울특별시 서초구 서초동 1537-5
11,225110,509010,2025,11380107,지에스25응암폴리스점,,서울특별시 은평구 은평로9길 9,11380,편의점,14128811.23,4523219.249,서울특별시 은평구 응암동 89-17
11,225111,509010,2025,11140144,지에스25동국,,서울특별시 중구 퇴계로50길 67,11140,편의점,14137681.75,4517416.753,서울특별시 중구 장충동2가 193-80
45,225112,509010,2025,45790350,씨유고창구시포점,,전북특별자치도 고창군 상하면 진암구시포로 541,45790,편의점,14074808.25,4224580.343,전북특별자치도 고창군 상하면 자룡리 523-3
45,225113,509010,2025,45113107,씨유금암,,전북특별자치도 전주시 덕진구 떡전로 18,45113,편의점,14151796.82,4278159.051,전북특별자치도 전주시 덕진구 금암동 793-28
45,225114,509010,2025,45140122,세븐익산영등3호점주,,전북특별자치도 익산시 고봉로34길 43,45140,편의점,14134915.97,4295167.55,전북특별자치도 익산시 영등동 821
45,225115,509010,2025,45210101,세븐일레븐김제요촌,,전북특별자치도 김제시 남북로 298-1,45210,편의점,14124884.04,4274487.695,전북특별자치도 김제시 요촌동 353-5
45,225116,509010,2025,45140410,씨유익산왕궁,,전북특별자치도 익산시 왕궁면 무왕로 2125-1,45140,편의점,14146548.55,4299261.188,전북특별자치도 익산시 왕궁면 도순리 326-1
45,225117,509010,2025,45111142,미니스톱전주방송국점,,전북특별자치도 전주시 완산구 마전들로 80,45111,편의점,14149184.05,4275983.435,전북특별자치도 전주시 완산구 효자동3가 1694-5
45,225118,509010,2025,45113103,세븐일레븐전주인후,,전북특별자치도 전주시 덕진구 무삼지로 88,45113,편의점,14155707.06,4277700.831,전북특별자치도 전주시 덕진구 인후동1가 851-11
45,225119,509010,2025,45800250,씨유부안라온점,,전북특별자치도 부안군 부안읍 쟁갈길 19,45800,편의점,14108798.83,4262166.918,전북특별자치도 부안군 부안읍 봉덕리 920
45,225120,509010,2025,45180101,이마트24정읍수성타운점,,전북특별자치도 정읍시 초산로 107,45180,편의점,14121545.96,4241370.266,전북특별자치도 정읍시 수성동 624-6
45,225121,509010,2025,45130147,씨유군산오식도대로점,,전북특별자치도 군산시 무역로 6,45130,편의점,14088280.19,4293122.835,전북특별자치도 군산시 오식도동 973
45,225122,509010,2025,45111142,GS25효자행복,,전북특별자치도 전주시 완산구 척동4길 14,45111,편의점,14148857.51,4276169.844,전북특별자치도 전주시 완산구 효자동3가 1666-2
11,225123,509010,2025,11230103,지에스25제기한신점,,서울특별시 동대문구 고산자로56길 3,11230,편의점,14141774.51,4521378.718,서울특별시 동대문구 제기동 122-383
11,225124,509010,2025,11500103,GS25화곡한빛,,서울특별시 강서구 까치산로 71,11500,편의점,14120525.48,4515355.169,서울특별시 강서구 화곡동 24-552
11,225125,509010,2025,11260104,세븐일레븐먹골역점,,서울특별시 중랑구 동일로157길 32,11260,편의점,14146016.87,4524453.944,서울특별시 중랑구 묵동 240-47
11,225126,509010,2025,11710101,씨유잠실본동점,,서울특별시 송파구 백제고분로 166,11710,편의점,14147052.73,4509720.083,서울특별시 송파구 잠실동 335
11,225127,509010,2025,11740105,GS25강동세무서점,,서울특별시 강동구 천호대로 1139,11740,편의점,14152951.01,4513886.818,서울특별시 강동구 길동 459-3
11,225128,509010,2025,11350106,서울노원남부지역자활센터GS편의점중계우성점,,서울특별시 노원구 노원로22길 70,11350,편의점,14145813.17,4529717.87,서울특별시 노원구 중계동 361-1
11,225129,509010,2025,11545101,세븐일레븐가산A1,,서울특별시 금천구 가산디지털1로 205-27,11545,편의점,14124065.18,4506628.51,서울특별시 금천구 가산동 459-7
11,225130,509010,2025,11440103,GS25공덕대우점,,서울특별시 마포구 백범로 199,11440,편의점,14132318.91,4515133.638,서울특별시 마포구 신공덕동 167
11,225131,509010,2025,11200107,GS25한양중앙,,서울특별시 성동구 마조로 37,11200,편의점,14142166.7,4517605.796,서울특별시 성동구 행당동 1-133
11,225132,509010,2025,11350105,세븐상계４호점주,,서울특별시 노원구 동일로217가길 23,11350,편의점,14144151.29,4530558.114,서울특별시 노원구 상계동 735-6
11,225133,509010,2025,11440105,세븐일레븐,,서울특별시 마포구 대흥로 36,11440,편의점,14130754.74,4515204.52,서울특별시 마포구 용강동 494-10
11,225134,509010,2025,11590101,세븐일레븐상도,,서울특별시 동작구 장승배기로11가길 11,11590,편의점,14130774.14,4509858.26,서울특별시 동작구 상도동 900
11,225135,509010,2025,11740109,세븐천호성덕점,,서울특별시 강동구 구천면로64길 22,11740,편의점,14153136.05,4515994.243,서울특별시 강동구 천호동 18-46
11,225136,509010,2025,11560132,지에스25신길호수,,서울특별시 영등포구 도림로 271,11560,편의점,14126912.02,4509315.215,서울특별시 영등포구 신길동 355-64
11,225137,509010,2025,11350105,세븐일레븐노원KT점,,서울특별시 노원구 노해로 502,11350,편의점,14144671.47,4530725.657,서울특별시 노원구 상계동 723
11,225138,509010,2025,11350103,세븐과기대점,,서울특별시 노원구 공릉로 211,11350,편의점,14146182.35,4527048.842,서울특별시 노원구 공릉동 745
11,225139,509010,2025,11230110,GS25이문래미안점,,서울특별시 동대문구 이문로12길 3-7,11230,편의점,14144125.05,4522200.028,서울특별시 동대문구 이문동 337-1
11,225140,509010,2025,11710101,CU신천,,서울특별시 송파구 올림픽로12길 4-15,11710,편의점,14146727.53,4510589.172,서울특별시 송파구 잠실동 182
11,225141,509010,2025,11710108,씨유송파푸르지오,,서울특별시 송파구 새말로 62,11710,편의점,14151027.48,4506336.547,서울특별시 송파구 문정동 620
11,225142,509010,2025,11440121,GS25동교,,서울특별시 마포구 와우산로 167,11440,편의점,14129864.95,4516873.145,서울특별시 마포구 동교동 182-8
11,225143,509010,2025,11215109,이마트24세종대기숙사점,,서울특별시 광진구 군자로 121,11215,편의점,14145689.21,4516573.012,서울특별시 광진구 군자동 98
11,225144,509010,2025,11680108,CU논현,,서울특별시 강남구 선릉로131길 25,11680,편의점,14141907.81,4511439.987,서울특별시 강남구 논현동 118
11,225145,509010,2025,11590101,세븐노량진５호점주,,서울특별시 동작구 만양로12길 16,11590,편의점,14131598.59,4510451.048,서울특별시 동작구 노량진동 222-35
11,225146,509010,2025,11710113,CU거여현대점,,서울특별시 송파구 거마로9길 18,11710,편의점,14153616.55,4508588.707,서울특별시 송파구 거여동 135-69
11,225147,509010,2025,11560118,GS25도림,,서울특별시 영등포구 도신로29길 8-1,11560,편의점,14127016.63,4510331.945,서울특별시 영등포구 도림동 113-12
11,225148,509010,2025,11740108,GS25강동으뜸점,,서울특별시 강동구 양재대로 1335,11740,편의점,14152587.87,4512618.549,서울특별시 강동구 성내동 429-3
11,225149,509010,2025,11650108,세븐서초아크로비스타점,,서울특별시 서초구 서초중앙로 188,11650,편의점,14139010.84,4508807.871,서울특별시 서초구 서초동 1685-3
11,225150,509010,2025,11440101,세븐일레븐공덕,,서울특별시 마포구 마포대로24길 5,11440,편의점,14132929.07,4516663.791,서울특별시 마포구 아현동 798
11,225151,509010,2025,11560133,씨유대림,,서울특별시 영등포구 대림로31길 40,11560,편의점,14125846.71,4508451.844,서울특별시 영등포구 대림동 777-1
11,225152,509010,2025,11320107,미니스톱창동신한점,,서울특별시 도봉구 마들로11길 71,11320,편의점,14143066.65,4530568.87,서울특별시 도봉구 창동 3-4
11,225153,509010,2025,11470103,지에스25신월,,서울특별시 양천구 남부순환로 338,11470,편의점,14118361.37,4514168.226,서울특별시 양천구 신월동 45-7
11,225154,509010,2025,11710111,CU방이우량점,,서울특별시 송파구 가락로36길 7,11710,편의점,14150811.62,4510406.457,서울특별시 송파구 방이동 134-6
11,225155,509010,2025,11140143,GS25뉴장충,,서울특별시 중구 장충단로 189,11140,편의점,14138253.65,4517701.868,서울특별시 중구 장충동1가 57-9
11,225156,509010,2025,11440101,씨유마포래미안푸르지오,,서울특별시 마포구 마포대로 195,11440,편의점,14132521.78,4516815.68,서울특별시 마포구 아현동 777
11,225157,509010,2025,11680108,세븐일레븐논현,,서울특별시 강남구 도산대로30길 8,11680,편의점,14140833,4511738.197,서울특별시 강남구 논현동 59-11
11,225158,509010,2025,11440124,지에스25연남,,서울특별시 마포구 성미산로 112,11440,편의점,14128622.41,4517746.497,서울특별시 마포구 연남동 504-1
11,225159,509010,2025,11470102,CU목동한가람점,,서울특별시 양천구 목동동로 435,11470,편의점,14124757.72,4514276.303,서울특별시 양천구 목동 909-5
11,225160,509010,2025,11140138,이마트24동대,,서울특별시 중구 퇴계로44길 8,11140,편의점,14137265.48,4517673.09,서울특별시 중구 필동2가 47
11,225161,509010,2025,11560110,GS25여의KTB,,서울특별시 영등포구 여의대로 66,11560,편의점,14129108.26,4512443.878,서울특별시 영등포구 여의도동 23-3
11,225162,509010,2025,11140112,씨유회현역점,,서울특별시 중구 퇴계로 48,11140,편의점,14135130.38,4517171.795,서울특별시 중구 남창동 167-15
11,225163,509010,2025,11680105,gs25삼성아트점,,서울특별시 강남구 테헤란로107길 11,11680,편의점,14144817.59,4510494.936,서울특별시 강남구 삼성동 169-10
11,225164,509010,2025,11650102,미니스톱양재,,서울특별시 서초구 남부순환로354길 14,11650,편의점,14141691.74,4506813.41,서울특별시 서초구 양재동 11-44
11,225165,509010,2025,11215109,CU군자동일로점,,서울특별시 광진구 동일로32길 18,11215,편의점,14145270.24,4515938.923,서울특별시 광진구 군자동 357-3
11,225166,509010,2025,11500105,변성호부동산,,서울특별시 강서구 마곡동로 62,11500,편의점,14119084.07,4517531.456,서울특별시 강서구 마곡동 796-3
11,225167,509010,2025,11440111,GS25신수우리점,,서울특별시 마포구 독막로 230,11440,편의점,14130787.28,4515624.453,서울특별시 마포구 신수동 47-17
11,225168,509010,2025,11545101,세븐일레븐가산,,서울특별시 금천구 가산로 89,11545,편의점,14125813.73,4505371.948,서울특별시 금천구 가산동 153-7
11,225169,509010,2025,11110124,지에스25종로로얄점,,서울특별시 종로구 율곡로2길 7,11110,편의점,14135485.76,4519562.299,서울특별시 종로구 수송동 85
11,225170,509010,2025,11560132,미니스톱신길,,서울특별시 영등포구 도신로60길 2,11560,편의점,14128315.13,4510685.841,서울특별시 영등포구 신길동 115-1
11,225171,509010,2025,11110175,GS25숭인마사회,,서울특별시 종로구 난계로29길 67,11110,편의점,14139763.9,4519340.941,서울특별시 종로구 숭인동 217-20
11,225172,509010,2025,11470103,세븐일레븐신월메디힐점,,서울특별시 양천구 화곡로4길 17,11470,편의점,14118430.2,4514366.04,서울특별시 양천구 신월동 55-17
11,225173,509010,2025,11215103,GS25광진,,서울특별시 광진구 아차산로 417,11215,편의점,14147468.92,4514382.35,서울특별시 광진구 구의동 243-13
11,225174,509010,2025,11680101,지에스25역삼제스트,,서울특별시 강남구 테헤란로53길 48,11680,편의점,14142560.02,4509994.253,서울특별시 강남구 역삼동 695
11,225175,509010,2025,11215105,GS25광진자양로점,,서울특별시 광진구 자양로9길 70,11215,편의점,14146607.69,4513561.292,서울특별시 광진구 자양동 633-14
11,225176,509010,2025,11215103,세븐구의３호점주,,서울특별시 광진구 자양로18길 26,11215,편의점,14147049.74,4514316.869,서울특별시 광진구 구의동 246-8
11,225177,509010,2025,11650108,지에스25뉴서초,,서울특별시 서초구 사임당로 26,11650,편의점,14139018.04,4507297.857,서울특별시 서초구 서초동 1597-1
11,225178,509010,2025,11740108,제이씨유식당,,서울특별시 강동구 양재대로89길 16,11740,편의점,14152570.07,4512810.112,서울특별시 강동구 성내동 428-2
11,225179,509010,2025,11680106,지에스25대치타운점,,서울특별시 강남구 선릉로76길 25,11680,편의점,14143424.69,4509315.327,서울특별시 강남구 대치동 900-13
11,225180,509010,2025,11380104,세븐일레븐갈현,,서울특별시 은평구 갈현로33길 14-1,11380,편의점,14128090.21,4526016.941,서울특별시 은평구 갈현동 445-15
11,225181,509010,2025,11530106,씨유고척,,서울특별시 구로구 고척로33길 30,11530,편의점,14120730.9,4509580.583,서울특별시 구로구 고척동 253-33
11,225182,509010,2025,11650108,GS25서초,,서울특별시 서초구 사임당로 21,11650,편의점,14138966.94,4507339.377,서울특별시 서초구 서초동 1580-6
11,225183,509010,2025,11650108,GS25서초영동점,,서울특별시 서초구 강남대로47길 25,11650,편의점,14140952.28,4507407.952,서울특별시 서초구 서초동 1357
11,225184,509010,2025,11470101,GS25신목동3단지,,서울특별시 양천구 신정로 290,11470,편의점,14121193.84,4510734.667,서울특별시 양천구 신정동 1276
11,225185,509010,2025,11350105,씨유상계하이츠점,,서울특별시 노원구 노원로28길 9,11350,편의점,14145197.27,4530525.626,서울특별시 노원구 상계동 1279
11,225186,509010,2025,11680115,세븐일레븐수서역점,,서울특별시 강남구 광평로 280,11680,편의점,14149050.01,4507250.827,서울특별시 강남구 수서동 724
11,225187,509010,2025,11350103,씨유삼육대학교학생회관점,,서울특별시 노원구 화랑로 815,11350,편의점,14149119.85,4529454.777,서울특별시 노원구 공릉동 26-21
